Date,Open,High,Low,Close,Adj Close,Volume
2000-09-25,10847.370117,10897.309570,10783.000000,10808.150391,10808.150391,259920000
2000-09-26,10806.299805,10813.240234,10615.780273,10631.320313,10631.320313,321770000
2000-09-27,10631.320313,10678.669922,10579.519531,10628.360352,10628.360352,271660000
2000-09-28,10629.839844,10856.250000,10623.179688,10824.059570,10824.059570,233190000
2000-09-29,10821.400391,10821.400391,10650.549805,10650.919922,10650.919922,236360000
2000-10-02,10659.059570,10721.219727,10631.320313,10700.129883,10700.129883,215090000
2000-10-03,10709.839844,10857.730469,10709.839844,10719.740234,10719.740234,259600000
2000-10-04,10723.330078,10849.959961,10713.620117,10784.480469,10784.480469,264380000
2000-10-05,10783.719727,10843.299805,10722.700195,10724.919922,10724.919922,217400000
2000-10-06,10726.759766,10779.849609,10518.849609,10596.540039,10596.540039,237860000
2000-10-09,10596.910156,10641.309570,10546.230469,10568.429688,10568.429688,167770000
2000-10-10,10569.169922,10623.549805,10488.889648,10524.400391,10524.400391,212070000
2000-10-11,10521.070313,10566.580078,10350.889648,10413.790039,10413.790039,324520000
2000-10-12,10424.139648,10460.400391,10023.490234,10034.580078,10034.580078,367130000
2000-10-13,10031.620117,10208.089844,10014.240234,10192.179688,10192.179688,300410000
2000-10-16,10184.780273,10272.089844,10177.759766,10238.799805,10238.799805,270220000
2000-10-17,10242.870117,10293.919922,10026.450195,10089.709961,10089.709961,253140000
2000-10-18,10085.990234,10085.990234,9654.639648,9975.019531,9975.019531,372410000
2000-10-19,10014.610352,10142.980469,10014.610352,10142.980469,10142.980469,343710000
2000-10-20,10141.129883,10229.549805,10067.509766,10226.589844,10226.589844,319750000
2000-10-23,10230.290039,10361.250000,10216.230469,10271.719727,10271.719727,339180000
2000-10-24,10273.570313,10439.309570,10273.570313,10393.070313,10393.070313,274990000
2000-10-25,10395.660156,10461.969727,10306.589844,10326.480469,10326.480469,312490000
2000-10-26,10326.480469,10454.849609,10265.059570,10380.120117,10380.120117,277120000
2000-10-27,10381.599609,10590.620117,10380.860352,10590.620117,10590.620117,377740000
2000-10-30,10588.059570,10869.519531,10578.490234,10835.769531,10835.769531,266040000
2000-10-31,10835.389648,10995.410156,10812.259766,10971.139648,10971.139648,281800000
2000-11-01,10966.209961,10993.509766,10838.040039,10899.469727,10899.469727,249720000
2000-11-02,10903.169922,10946.490234,10869.900391,10880.509766,10880.509766,250440000
2000-11-03,10883.169922,10883.169922,10756.900391,10817.950195,10817.950195,195280000
2000-11-06,10820.599609,11006.500000,10809.980469,10977.209961,10977.209961,186860000
2000-11-07,10978.719727,10996.549805,10926.019531,10952.179688,10952.179688,171150000
2000-11-08,10954.339844,11002.230469,10903.269531,10907.059570,10907.059570,264700000
2000-11-09,10902.110352,10902.110352,10618.490234,10834.250000,10834.250000,252890000
2000-11-10,10813.780273,10813.780273,10602.570313,10602.950195,10602.950195,273910000
2000-11-13,10595.349609,10595.730469,10369.740234,10517.250000,10517.250000,298020000
2000-11-14,10528.250000,10728.360352,10528.250000,10681.059570,10681.059570,227080000
2000-11-15,10681.209961,10799.370117,10635.940430,10707.599609,10707.599609,189850000
2000-11-16,10705.330078,10757.660156,10639.349609,10656.030273,10656.030273,175280000
2000-11-17,10657.129883,10762.589844,10565.790039,10629.870117,10629.870117,221680000
2000-11-20,10624.179688,10624.280273,10449.280273,10462.650391,10462.650391,203170000
2000-11-21,10465.570313,10569.009766,10415.250000,10494.500000,10494.500000,191420000
2000-11-22,10484.259766,10493.269531,10371.639648,10399.320313,10399.320313,204630000
2000-11-24,10403.870117,10508.150391,10397.049805,10470.230469,10470.230469,87980000
2000-11-27,10479.330078,10626.839844,10479.330078,10546.070313,10546.070313,203320000
2000-11-28,10537.860352,10613.940430,10489.570313,10507.580078,10507.580078,235020000
2000-11-29,10502.740234,10646.169922,10480.830078,10629.110352,10629.110352,235620000
2000-11-30,10610.530273,10610.530273,10292.389648,10414.490234,10414.490234,362290000
2000-12-01,10416.759766,10524.450195,10348.700195,10373.540039,10373.540039,301730000
2000-12-04,10377.330078,10604.459961,10319.309570,10560.950195,10560.950195,261400000
2000-12-05,10576.780273,10917.299805,10576.780273,10898.719727,10898.719727,291620000
2000-12-06,10896.139648,10896.139648,10620.860352,10664.379883,10664.379883,312570000
2000-12-07,10644.660156,10689.019531,10583.230469,10617.360352,10617.360352,249400000
2000-12-08,10632.139648,10803.540039,10631.860352,10712.910156,10712.910156,275080000
2000-12-11,10719.360352,10792.160156,10670.059570,10725.799805,10725.799805,256450000
2000-12-12,10725.799805,10856.250000,10703.809570,10768.269531,10768.269531,238100000
2000-12-13,10777.950195,10915.400391,10772.540039,10794.440430,10794.440430,239430000
2000-12-14,10794.820313,10798.990234,10615.839844,10674.990234,10674.990234,193430000
2000-12-15,10647.980469,10653.379883,10434.589844,10434.959961,10434.959961,479460000
2000-12-18,10433.339844,10679.919922,10433.339844,10645.419922,10645.419922,217520000
2000-12-19,10643.139648,10784.580078,10582.849609,10584.370117,10584.370117,278950000
2000-12-20,10580.969727,10580.969727,10318.929688,10318.929688,10318.929688,311500000
2000-12-21,10314.379883,10520.469727,10299.209961,10487.290039,10487.290039,321300000
2000-12-22,10495.259766,10640.870117,10475.349609,10635.559570,10635.559570,230880000
2000-12-26,10638.209961,10701.160156,10597.639648,10692.440430,10692.440430,153960000
2000-12-27,10690.099609,10828.940430,10645.040039,10803.160156,10803.160156,190400000
2000-12-28,10795.200195,10901.370117,10774.719727,10868.759766,10868.759766,188600000
2000-12-29,10868.759766,10917.679688,10758.320313,10787.990234,10787.990234,210800000
2001-01-02,10790.919922,10797.019531,10585.360352,10646.150391,10646.150391,253300000
2001-01-03,10637.419922,11019.049805,10581.089844,10945.750000,10945.750000,420720000
2001-01-04,10944.940430,11028.000000,10888.419922,10912.410156,10912.410156,382800000
2001-01-05,10912.809570,10919.419922,10627.750000,10662.009766,10662.009766,272650000
2001-01-08,10658.730469,10700.849609,10516.019531,10621.349609,10621.349609,225780000
2001-01-09,10625.209961,10680.719727,10531.070313,10572.549805,10572.549805,254160000
2001-01-10,10568.480469,10611.589844,10472.509766,10604.269531,10604.269531,263700000
2001-01-11,10600.200195,10638.019531,10552.620117,10609.549805,10609.549805,279720000
2001-01-12,10608.740234,10623.889648,10468.040039,10525.379883,10525.379883,247020000
2001-01-16,10525.780273,10664.049805,10486.639648,10652.660156,10652.660156,233330000
2001-01-17,10660.950195,10705.929688,10545.299805,10584.339844,10584.339844,304800000
2001-01-18,10584.570313,10737.240234,10567.469727,10678.280273,10678.280273,307320000
2001-01-19,10686.000000,10717.719727,10564.009766,10587.589844,10587.589844,363100000
2001-01-22,10581.900391,10634.360352,10509.919922,10578.240234,10578.240234,233850000
2001-01-23,10575.799805,10679.089844,10553.839844,10649.809570,10649.809570,269970000
2001-01-24,10651.849609,10680.309570,10619.719727,10646.969727,10646.969727,283190000
2001-01-25,10664.530273,10778.719727,10633.440430,10729.519531,10729.519531,249120000
2001-01-26,10727.080078,10742.940430,10625.009766,10659.980469,10659.980469,232990000
2001-01-29,10657.129883,10725.139648,10612.530273,10702.190430,10702.190430,224980000
2001-01-30,10702.190430,10900.769531,10682.959961,10881.200195,10881.200195,242900000
2001-01-31,10882.250000,10957.500000,10832.580078,10887.360352,10887.360352,280560000
2001-02-01,10884.820313,10983.799805,10864.169922,10983.629883,10983.629883,221680000
2001-02-02,10982.709961,11022.780273,10848.580078,10864.099609,10864.099609,206940000
2001-02-05,10860.440430,10977.660156,10851.429688,10965.849609,10965.849609,189850000
2001-02-06,10965.030273,11035.139648,10932.179688,10957.419922,10957.419922,199510000
2001-02-07,10948.950195,11004.040039,10911.259766,10946.719727,10946.719727,236350000
2001-02-08,10940.620117,10965.200195,10871.500000,10880.549805,10880.549805,208300000
2001-02-09,10878.509766,10889.219727,10754.959961,10781.450195,10781.450195,207600000
2001-02-12,10779.419922,10953.629883,10771.650391,10946.769531,10946.769531,176090000
2001-02-13,10950.179688,11012.900391,10894.339844,10903.320313,10903.320313,198270000
2001-02-14,10899.419922,10917.910156,10780.410156,10795.410156,10795.410156,189300000
2001-02-15,10800.650391,10922.580078,10800.650391,10891.019531,10891.019531,219670000
2001-02-16,10884.110352,10884.110352,10722.150391,10799.820313,10799.820313,202390000
2001-02-20,10800.230469,10903.169922,10727.530273,10730.879883,10730.879883,212820000
2001-02-21,10721.290039,10746.209961,10520.269531,10526.580078,10526.580078,219630000
2001-02-22,10527.799805,10566.190430,10372.429688,10526.809570,10526.809570,278520000
2001-02-23,10529.250000,10529.250000,10294.009766,10441.900391,10441.900391,261840000
2001-02-26,10447.589844,10642.530273,10421.910156,10642.530273,10642.530273,243270000
2001-02-27,10638.440430,10698.429688,10560.120117,10636.879883,10636.879883,239400000
2001-02-28,10639.320313,10684.769531,10423.500000,10495.280273,10495.280273,253390000
2001-03-01,10493.250000,10493.250000,10302.889648,10450.139648,10450.139648,259030000
2001-03-02,10438.040039,10579.269531,10302.059570,10466.309570,10466.309570,255120000
2001-03-05,10468.929688,10571.620117,10468.530273,10562.299805,10562.299805,171780000
2001-03-06,10570.169922,10690.929688,10570.169922,10591.219727,10591.219727,218690000
2001-03-07,10591.860352,10731.480469,10591.860352,10729.599609,10729.599609,238490000
2001-03-08,10727.160156,10859.500000,10711.299805,10858.250000,10858.250000,216130000
2001-03-09,10850.110352,10850.110352,10579.269531,10644.620117,10644.620117,280060000
2001-03-12,10638.519531,10638.629883,10166.620117,10208.250000,10208.250000,293230000
2001-03-13,10206.889648,10293.080078,10108.089844,10290.799805,10290.799805,281280000
2001-03-14,10279.419922,10279.419922,9895.570313,9973.459961,9973.459961,307630000
2001-03-15,9982.919922,10097.730469,9980.849609,10031.280273,10031.280273,233720000
2001-03-16,10023.549805,10049.719727,9814.349609,9823.410156,9823.410156,365020000
2001-03-19,9820.049805,9992.660156,9794.070313,9959.110352,9959.110352,239520000
2001-03-20,9961.139648,10019.940430,9718.160156,9720.759766,9720.759766,268070000
2001-03-21,9717.459961,9719.440430,9461.540039,9487.000000,9487.000000,312960000
2001-03-22,9490.660156,9497.780273,9106.540039,9389.480469,9389.480469,416820000
2001-03-23,9395.580078,9529.400391,9338.150391,9504.780273,9504.780273,377640000
2001-03-26,9509.250000,9724.870117,9509.250000,9687.530273,9687.530273,256080000
2001-03-27,9687.929688,9960.879883,9649.809570,9947.540039,9947.540039,325020000
2001-03-28,9941.200195,9941.200195,9695.809570,9785.349609,9785.349609,271130000
2001-03-29,9784.940430,9882.799805,9687.610352,9799.059570,9799.059570,250050000
2001-03-30,9799.469727,9908.139648,9760.639648,9878.780273,9878.780273,249000000
2001-04-02,9877.160156,9992.530273,9705.070313,9777.929688,9777.929688,237210000
2001-04-03,9774.780273,9774.780273,9428.070313,9485.709961,9485.709961,273290000
2001-04-04,9480.950195,9625.900391,9375.719727,9515.419922,9515.419922,301600000
2001-04-05,9527.209961,9929.790039,9527.209961,9918.049805,9918.049805,281710000
2001-04-06,9913.940430,9913.940430,9698.070313,9791.089844,9791.089844,270000000
2001-04-09,9793.580078,9935.589844,9775.790039,9845.150391,9845.150391,208530000
2001-04-10,9850.349609,10155.240234,9849.500000,10102.740234,10102.740234,282830000
2001-04-11,10109.049805,10173.790039,9951.919922,10013.469727,10013.469727,299280000
2001-04-12,10013.080078,10127.459961,9934.349609,10126.940430,10126.940430,215510000
2001-04-16,10118.160156,10184.650391,10046.519531,10158.559570,10158.559570,195790000
2001-04-17,10151.730469,10219.400391,10075.540039,10216.730469,10216.730469,234710000
2001-04-18,10226.879883,10687.139648,10226.879883,10615.830078,10615.830078,461800000
2001-04-19,10616.089844,10694.240234,10562.150391,10693.709961,10693.709961,332610000
2001-04-20,10690.330078,10706.469727,10517.070313,10579.849609,10579.849609,324360000
2001-04-23,10571.000000,10571.000000,10483.230469,10532.230469,10532.230469,229400000
2001-04-24,10529.750000,10636.910156,10448.030273,10454.339844,10454.339844,224220000
2001-04-25,10453.429688,10639.190430,10444.059570,10625.200195,10625.200195,200210000
2001-04-26,10633.009766,10766.980469,10623.709961,10692.349609,10692.349609,238630000
2001-04-27,10694.950195,10810.049805,10694.950195,10810.049805,10810.049805,222990000
2001-04-30,10814.410156,10906.410156,10712.190430,10734.969727,10734.969727,206420000
2001-05-01,10734.049805,10904.200195,10731.450195,10898.339844,10898.339844,203770000
2001-05-02,10902.769531,10939.200195,10802.559570,10876.679688,10876.679688,228290000
2001-05-03,10872.320313,10872.320313,10723.570313,10796.650391,10796.650391,197610000
2001-05-04,10793.200195,10958.139648,10673.219727,10951.240234,10951.240234,214010000
2001-05-07,10952.349609,10995.280273,10893.589844,10935.169922,10935.169922,190710000
2001-05-08,10936.660156,10946.809570,10819.809570,10883.509766,10883.509766,192290000
2001-05-09,10875.959961,10914.009766,10800.940430,10866.980469,10866.980469,212720000
2001-05-10,10868.870117,10979.089844,10868.799805,10910.440430,10910.440430,189970000
2001-05-11,10908.299805,10920.139648,10774.129883,10821.309570,10821.309570,174720000
2001-05-14,10819.549805,10878.759766,10800.129883,10877.330078,10877.330078,151230000
2001-05-15,10877.459961,10922.169922,10816.169922,10872.969727,10872.969727,202050000
2001-05-16,10864.740234,11231.150391,10814.309570,11215.919922,11215.919922,223850000
2001-05-17,11218.650391,11328.610352,11181.910156,11248.580078,11248.580078,283080000
2001-05-18,11245.780273,11303.759766,11193.599609,11301.740234,11301.740234,214370000
2001-05-21,11299.139648,11345.719727,11232.839844,11337.919922,11337.919922,227630000
2001-05-22,11339.799805,11350.049805,11239.599609,11257.240234,11257.240234,221970000
2001-05-23,11257.759766,11262.250000,11101.209961,11105.509766,11105.509766,224130000
2001-05-24,11107.070313,11173.370117,11044.969727,11122.419922,11122.419922,201170000
2001-05-25,11122.030273,11123.990234,10993.790039,11005.370117,11005.370117,146210000
2001-05-29,11004.660156,11066.009766,10970.429688,11039.139648,11039.139648,214540000
2001-05-30,11032.959961,11042.129883,10864.830078,10872.639648,10872.639648,213120000
2001-05-31,10873.230469,10978.959961,10865.940430,10911.940430,10911.940430,190660000
2001-06-01,10913.570313,11021.570313,10835.490234,10990.410156,10990.410156,196260000
2001-06-04,10991.769531,11071.669922,10938.879883,11061.519531,11061.519531,150960000
2001-06-05,11061.389648,11196.530273,11043.440430,11175.839844,11175.839844,211730000
2001-06-06,11177.730469,11179.679688,11059.639648,11070.240234,11070.240234,232580000
2001-06-07,11069.580078,11100.040039,11008.950195,11090.740234,11090.740234,231460000
2001-06-08,11095.620117,11096.459961,10938.080078,10977.000000,10977.000000,176020000
2001-06-11,10974.790039,10975.440430,10871.339844,10922.089844,10922.089844,162750000
2001-06-12,10914.669922,10982.139648,10788.580078,10948.379883,10948.379883,234420000
2001-06-13,10942.000000,11004.330078,10866.519531,10871.620117,10871.620117,195810000
2001-06-14,10868.269531,10868.480469,10659.469727,10690.129883,10690.129883,309640000
2001-06-15,10680.809570,10716.299805,10566.549805,10623.639648,10623.639648,379300000
2001-06-18,10622.500000,10709.049805,10614.719727,10645.379883,10645.379883,196230000
2001-06-19,10654.299805,10740.790039,10563.660156,10596.669922,10596.669922,240250000
2001-06-20,10593.790039,10702.070313,10563.860352,10647.330078,10647.330078,244140000
2001-06-21,10646.389648,10759.639648,10597.139648,10715.429688,10715.429688,266590000
2001-06-22,10716.500000,10724.690430,10573.990234,10604.589844,10604.589844,210360000
2001-06-25,10607.879883,10644.240234,10468.120117,10504.219727,10504.219727,228190000
2001-06-26,10497.299805,10534.209961,10394.719727,10472.480469,10472.480469,235950000
2001-06-27,10470.349609,10531.190430,10408.000000,10434.839844,10434.839844,210560000
2001-06-28,10438.730469,10646.450195,10438.660156,10566.209961,10566.209961,272820000
2001-06-29,10565.269531,10605.589844,10491.599609,10502.400391,10502.400391,328480000
2001-07-02,10504.950195,10638.870117,10467.379883,10593.719727,10593.719727,215830000
2001-07-03,10588.889648,10595.129883,10531.519531,10571.110352,10571.110352,128500000
2001-07-05,10566.230469,10567.639648,10461.139648,10479.860352,10479.860352,179190000
2001-07-06,10476.730469,10476.730469,10220.139648,10252.679688,10252.679688,207540000
2001-07-09,10253.620117,10323.110352,10222.240234,10299.400391,10299.400391,216290000
2001-07-10,10300.820313,10335.629883,10162.709961,10175.639648,10175.639648,264970000
2001-07-11,10174.700195,10274.019531,10120.889648,10241.019531,10241.019531,267370000
2001-07-12,10269.309570,10496.639648,10269.309570,10478.990234,10478.990234,278190000
2001-07-13,10478.389648,10549.759766,10432.599609,10539.059570,10539.059570,200390000
2001-07-16,10537.980469,10568.690430,10446.599609,10472.120117,10472.120117,220170000
2001-07-17,10468.620117,10628.480469,10438.660156,10606.389648,10606.389648,283640000
2001-07-18,10594.540039,10594.540039,10480.879883,10569.830078,10569.830078,261170000
2001-07-19,10574.330078,10679.120117,10523.919922,10610.000000,10610.000000,235870000
2001-07-20,10606.190430,10606.190430,10529.250000,10576.650391,10576.650391,231850000
2001-07-23,10576.919922,10595.400391,10419.709961,10424.419922,10424.419922,185500000
2001-07-24,10423.799805,10423.799805,10203.690430,10241.120117,10241.120117,214180000
2001-07-25,10241.750000,10405.669922,10241.190430,10405.669922,10405.669922,228180000
2001-07-26,10403.459961,10459.019531,10284.089844,10455.629883,10455.629883,233860000
2001-07-27,10451.889648,10460.120117,10375.290039,10416.669922,10416.669922,172870000
2001-07-30,10418.679688,10440.480469,10361.450195,10401.719727,10401.719727,155870000
2001-07-31,10403.179688,10595.049805,10402.969727,10522.809570,10522.809570,224450000
2001-08-01,10527.379883,10599.959961,10484.200195,10510.009766,10510.009766,201290000
2001-08-02,10513.469727,10609.650391,10513.469727,10551.179688,10551.179688,219400000
2001-08-03,10550.009766,10550.559570,10433.070313,10512.780273,10512.780273,151270000
2001-08-06,10504.129883,10504.129883,10374.950195,10401.309570,10401.309570,163160000
2001-08-07,10399.030273,10472.719727,10376.049805,10458.740234,10458.740234,161480000
2001-08-08,10456.179688,10479.639648,10267.969727,10293.500000,10293.500000,185130000
2001-08-09,10291.150391,10312.190430,10205.559570,10298.559570,10298.559570,170020000
2001-08-10,10296.889648,10433.459961,10197.320313,10416.250000,10416.250000,161930000
2001-08-13,10411.900391,10445.799805,10367.059570,10415.910156,10415.910156,141380000
2001-08-14,10416.950195,10478.809570,10386.919922,10412.169922,10412.169922,145780000
2001-08-15,10407.049805,10469.740234,10340.759766,10345.950195,10345.950195,172000000
2001-08-16,10342.099609,10395.209961,10271.570313,10392.519531,10392.519531,196520000
2001-08-17,10385.459961,10385.459961,10180.929688,10240.780273,10240.780273,217550000
2001-08-20,10239.330078,10320.070313,10210.480469,10320.070313,10320.070313,180510000
2001-08-21,10320.070313,10378.750000,10156.019531,10174.139648,10174.139648,182840000
2001-08-22,10170.299805,10305.129883,10134.500000,10276.900391,10276.900391,204500000
2001-08-23,10276.410156,10286.790039,10213.519531,10229.150391,10229.150391,153280000
2001-08-24,10232.480469,10440.679688,10223.759766,10423.169922,10423.169922,187860000
2001-08-27,10422.759766,10441.370117,10382.349609,10382.349609,10382.349609,136800000
2001-08-28,10382.559570,10382.830078,10214.339844,10222.030273,10222.030273,172820000
2001-08-29,10224.450195,10267.700195,10075.610352,10090.900391,10090.900391,160980000
2001-08-30,10077.070313,10117.540039,9869.139648,9919.580078,9919.580078,240630000
2001-08-31,9918.959961,10036.940430,9887.200195,9949.750000,9949.750000,176270000
2001-09-04,9946.980469,10182.379883,9894.879883,9997.490234,9997.490234,262020000
2001-09-05,9998.120117,10066.690430,9885.879883,10033.269531,10033.269531,298080000
2001-09-06,10028.349609,10028.349609,9826.089844,9840.839844,9840.839844,303090000
2001-09-07,9841.250000,9842.080078,9558.389648,9605.849609,9605.849609,304980000
2001-09-10,9603.360352,9671.799805,9493.549805,9605.509766,9605.509766,280040000
2001-09-17,9580.320313,9580.320313,8883.400391,8920.700195,8920.700195,565600000
2001-09-18,8922.700195,9022.059570,8861.049805,8903.400391,8903.400391,372230000
2001-09-19,8903.540039,8945.469727,8480.209961,8759.129883,8759.129883,457990000
2001-09-20,8748.610352,8748.820313,8375.719727,8376.209961,8376.209961,439990000
2001-09-21,8356.559570,8438.410156,8062.339844,8235.809570,8235.809570,623480000
2001-09-24,8242.320313,8649.389648,8242.320313,8603.860352,8603.860352,403530000
2001-09-25,8605.589844,8695.540039,8506.360352,8659.969727,8659.969727,349470000
2001-09-26,8660.059570,8718.160156,8527.049805,8567.389648,8567.389648,271690000
2001-09-27,8567.459961,8681.419922,8471.969727,8681.419922,8681.419922,282040000
2001-09-28,8679.070313,8856.549805,8679.000000,8847.559570,8847.559570,340790000
2001-10-01,8845.969727,8850.669922,8732.139648,8836.830078,8836.830078,247430000
2001-10-02,8836.690430,8950.589844,8798.429688,8950.589844,8950.589844,259810000
2001-10-03,8946.019531,9148.349609,8860.839844,9123.780273,9123.780273,327530000
2001-10-04,9127.240234,9187.370117,9045.379883,9060.879883,9060.879883,307660000
2001-10-05,9058.830078,9131.740234,8951.070313,9119.769531,9119.769531,256640000
2001-10-08,9115.750000,9144.809570,9012.299805,9067.940430,9067.940430,193330000
2001-10-09,9066.559570,9086.969727,9004.139648,9052.440430,9052.440430,212700000
2001-10-10,9052.299805,9252.900391,9000.139648,9240.860352,9240.860352,253720000
2001-10-11,9242.629883,9432.040039,9242.629883,9410.450195,9410.450195,312240000
2001-10-12,9409.070313,9409.070313,9193.730469,9344.160156,9344.160156,275630000
2001-10-15,9340.839844,9352.049805,9238.780273,9347.620117,9347.620117,199960000
2001-10-16,9346.309570,9411.139648,9298.700195,9384.230469,9384.230469,227850000
2001-10-17,9389.759766,9489.330078,9226.950195,9232.969727,9232.969727,303640000
2001-10-18,9230.750000,9233.940430,9134.299805,9163.219727,9163.219727,238660000
2001-10-19,9162.809570,9218.019531,9080.809570,9204.110352,9204.110352,243950000
2001-10-22,9203.910156,9392.809570,9167.450195,9377.030273,9377.030273,222210000
2001-10-23,9379.169922,9439.209961,9300.370117,9340.080078,9340.080078,233120000
2001-10-24,9341.400391,9388.860352,9278.700195,9345.620117,9345.620117,245640000
2001-10-25,9342.290039,9462.900391,9177.889648,9462.900391,9462.900391,252930000
2001-10-26,9462.280273,9598.169922,9423.320313,9545.169922,9545.169922,212840000
2001-10-29,9543.370117,9543.370117,9269.500000,9269.500000,9269.500000,203990000
2001-10-30,9264.519531,9264.519531,9065.589844,9121.980469,9121.980469,245350000
2001-10-31,9123.639648,9223.070313,9064.410156,9075.139648,9075.139648,245200000
2001-11-01,9087.450195,9284.450195,9014.459961,9263.900391,9263.900391,256480000
2001-11-02,9264.519531,9343.820313,9209.650391,9323.540039,9323.540039,222980000
2001-11-05,9326.589844,9476.450195,9326.169922,9441.030273,9441.030273,210700000
2001-11-06,9437.089844,9600.599609,9386.509766,9591.120117,9591.120117,260340000
2001-11-07,9584.679688,9644.120117,9522.410156,9554.370117,9554.370117,233400000
2001-11-08,9558.389648,9721.750000,9558.389648,9587.519531,9587.519531,256000000
2001-11-09,9586.959961,9630.410156,9519.769531,9608.000000,9608.000000,174670000
2001-11-12,9606.129883,9606.129883,9408.580078,9554.370117,9554.370117,196140000
2001-11-13,9551.429688,9755.780273,9551.429688,9750.950195,9750.950195,244230000
2001-11-14,9751.129883,9859.379883,9741.410156,9823.610352,9823.610352,297690000
2001-11-15,9824.650391,9903.040039,9808.250000,9872.389648,9872.389648,317340000
2001-11-16,9871.509766,9908.790039,9792.469727,9866.990234,9866.990234,244600000
2001-11-19,9870.450195,9976.459961,9870.450195,9976.459961,9976.459961,210100000
2001-11-20,9968.639648,9976.730469,9893.490234,9901.379883,9901.379883,205690000
2001-11-21,9894.190430,9894.190430,9796.410156,9834.679688,9834.679688,173020000
2001-11-23,9833.089844,9961.580078,9833.019531,9959.709961,9959.709961,70520000
2001-11-26,9961.580078,9992.790039,9903.809570,9982.750000,9982.750000,191870000
2001-11-27,9980.330078,9992.719727,9831.150391,9872.599609,9872.599609,271610000
2001-11-28,9867.059570,9867.200195,9706.610352,9711.860352,9711.860352,252200000
2001-11-29,9710.339844,9829.419922,9691.389648,9829.419922,9829.419922,212460000
2001-11-30,9828.799805,9891.580078,9802.910156,9851.559570,9851.559570,220520000
2001-12-03,9848.929688,9848.929688,9703.900391,9763.959961,9763.959961,223660000
2001-12-04,9765.549805,9893.839844,9743.049805,9893.839844,9893.839844,213650000
2001-12-05,9891.349609,10142.320313,9891.349609,10114.290039,10114.290039,304070000
2001-12-06,10113.530273,10169.440430,10079.769531,10099.139648,10099.139648,238340000
2001-12-07,10099.139648,10099.209961,10002.410156,10049.459961,10049.459961,204020000
2001-12-10,10047.040039,10075.610352,9921.450195,9921.450195,9921.450195,193100000
2001-12-11,9925.599609,10015.900391,9866.849609,9888.370117,9888.370117,234510000
2001-12-12,9887.269531,9919.719727,9806.099609,9894.809570,9894.809570,253990000
2001-12-13,9889.129883,9889.200195,9745.070313,9766.450195,9766.450195,287530000
2001-12-14,9764.719727,9848.450195,9736.419922,9811.150391,9811.150391,225820000
2001-12-17,9809.419922,9930.929688,9798.839844,9891.969727,9891.969727,220780000
2001-12-18,9893.219727,10015.339844,9892.589844,9998.389648,9998.389648,217100000
2001-12-19,9994.589844,10088.339844,9919.790039,10070.490234,10070.490234,247500000
2001-12-20,10064.129883,10076.030273,9985.179688,9985.179688,9985.179688,273560000
2001-12-21,9986.839844,10069.500000,9986.839844,10035.339844,10035.339844,359380000
2001-12-24,10036.589844,10072.910156,10034.440430,10035.339844,10035.339844,63010000
2001-12-26,10035.549805,10169.089844,10034.929688,10088.139648,10088.139648,125890000
2001-12-27,10088.709961,10147.230469,10080.870117,10131.309570,10131.309570,132950000
2001-12-28,10133.940430,10184.450195,10109.860352,10136.990234,10136.990234,136950000
2001-12-31,10136.360352,10137.610352,10019.150391,10021.570313,10021.570313,146900000
2002-01-02,10021.709961,10074.019531,9935.700195,10073.400391,10073.400391,203990000
2002-01-03,10073.879883,10174.009766,10051.950195,10172.139648,10172.139648,275020000
2002-01-04,10176.839844,10283.669922,10174.839844,10259.740234,10259.740234,239480000
2002-01-07,10261.330078,10300.150391,10188.120117,10197.049805,10197.049805,225880000
2002-01-08,10195.759766,10211.230469,10121.349609,10150.549805,10150.549805,193640000
2002-01-09,10153.179688,10270.879883,10069.450195,10094.089844,10094.089844,247850000
2002-01-10,10092.500000,10101.769531,10032.230469,10067.860352,10067.860352,199300000
2002-01-11,10069.519531,10098.379883,9985.250000,9987.530273,9987.530273,197880000
2002-01-14,9985.379883,9985.379883,9889.269531,9891.419922,9891.419922,229950000
2002-01-15,9892.730469,9986.209961,9865.610352,9924.150391,9924.150391,239830000
2002-01-16,9916.540039,9916.540039,9711.099609,9712.269531,9712.269531,261920000
2002-01-17,9712.209961,9857.790039,9712.209961,9850.040039,9850.040039,243530000
2002-01-18,9830.940430,9830.940430,9738.429688,9771.849609,9771.849609,253830000
2002-01-22,9772.339844,9842.839844,9696.570313,9713.799805,9713.799805,222040000
2002-01-23,9710.959961,9773.370117,9680.509766,9730.959961,9730.959961,246200000
2002-01-24,9734.209961,9856.969727,9734.209961,9796.070313,9796.070313,251040000
2002-01-25,9793.230469,9897.849609,9755.110352,9840.080078,9840.080078,195230000
2002-01-28,9843.049805,9894.530273,9798.559570,9865.750000,9865.750000,169030000
2002-01-29,9865.540039,9908.160156,9616.650391,9618.240234,9618.240234,265460000
2002-01-30,9619.139648,9775.589844,9529.459961,9762.860352,9762.860352,322690000
2002-01-31,9763.200195,9922.490234,9763.200195,9920.000000,9920.000000,271970000
2002-02-01,9923.040039,9943.940430,9860.690430,9907.259766,9907.259766,228390000
2002-02-04,9905.459961,9905.459961,9677.540039,9687.089844,9687.089844,249680000
2002-02-05,9684.740234,9773.719727,9603.990234,9685.429688,9685.429688,273760000
